Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_442.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_442.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_442.jpg,0,0,0,6.394532
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_526.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_526.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_526.jpg,0,0,0,6.343128
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_611.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_611.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_611.jpg,0,0,0,6.279464
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_698.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_698.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_698.jpg,0,0,0,6.228992
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_774.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_774.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_774.jpg,0,0,0,6.178926
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_860.jpg,0,0,0,6.129264
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_54_942.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_54_942.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_54_942.jpg,0,0,0,6.08
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_025.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_025.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_025.jpg,0,0,0,6.031131
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_143.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_143.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_143.jpg,0,0,0,5.958564
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_281.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_281.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_281.jpg,0,0,0,5.875139
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_352.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_352.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_352.jpg,0,0,0,5.827946
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_439.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_439.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_439.jpg,0,0,0,5.781106
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_514.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_514.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_514.jpg,-0.2,0,0,5.727023
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_598.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_598.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_598.jpg,-0.4,0,0,5.658084
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_676.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_676.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_676.jpg,-0.2455051,0,0,5.615262
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_756.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_756.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_756.jpg,-0.005712032,0,0,5.561269
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_837.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_837.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_837.jpg,0,0,0,5.516178
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_55_917.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_55_917.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_55_917.jpg,0,0,0,5.471824
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_090.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_090.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_090.jpg,0,0,0,5.373371
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_165.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_165.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_165.jpg,0,0,0,5.340949
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_246.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_246.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_246.jpg,0,0,0,5.298023
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_328.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_328.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_328.jpg,0,0,0,5.244852
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_422.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_422.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_422.jpg,0,0,0,5.202698
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_491.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_491.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_491.jpg,-0.2,0,0,5.153885
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_575.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_575.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_575.jpg,-0.4,0,0,5.09198
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_655.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_655.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_655.jpg,-0.2179981,0,0,5.053933
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_737.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_737.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_737.jpg,0,0,0,5.006042
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_819.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_819.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_819.jpg,0,0.246534,0,5.194081
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_898.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_898.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_898.jpg,0,0.008084893,0,5.171165
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_56_979.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_56_979.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_56_979.jpg,0,0,0,5.130094
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_060.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_060.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_060.jpg,0,0,0,5.088863
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_141.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_141.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_141.jpg,-0.2,0,0,5.041092
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_221.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_221.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_221.jpg,-0.4,0,0,4.980575
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_303.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_303.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_303.jpg,-0.236478,0,0,4.943318
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_382.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_382.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_382.jpg,-0.001218081,0,0,4.895638
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_463.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_463.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_463.jpg,0,0,0,4.856069
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_544.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_544.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_544.jpg,0,0,0,4.817033
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_631.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_631.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_631.jpg,-0.25,0,0,4.758499
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_705.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_705.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_705.jpg,-0.4,0,0,4.71462
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_785.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_785.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_785.jpg,-0.2477581,0,0,4.679331
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_868.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_868.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_868.jpg,0,0,0,4.623991
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_57_949.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_57_949.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_57_949.jpg,0,0,0,4.586751
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_028.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_028.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_028.jpg,0,0,0,4.549884
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_107.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_107.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_107.jpg,-0.2,0,0,4.507092
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_188.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_188.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_188.jpg,0,0,0,4.46885
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_268.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_268.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_268.jpg,0,0,0,4.432885
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_348.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_348.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_348.jpg,0,0,0,4.397257
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_427.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_427.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_427.jpg,0,0,0,4.361917
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_507.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_507.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_507.jpg,0,0,0,4.32686
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_587.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_587.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_587.jpg,0,0,0,4.292086
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_675.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_675.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_675.jpg,0,0.2641949,0,4.504339
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_747.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_747.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_747.jpg,0,0.478782,0,4.923875
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_827.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_827.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_827.jpg,-0.2,0.2375609,0,5.118408
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_907.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_907.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_907.jpg,-0.4,0,0,5.068024
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_58_986.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_58_986.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_58_986.jpg,-0.2458559,0,0,5.03978
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_067.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_067.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_067.jpg,-0.003704846,0,0,4.980329
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_234.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_234.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_234.jpg,0,0,0,4.900463
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_333.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_333.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_333.jpg,-0.25,0,0,4.840923
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_474.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_474.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_474.jpg,0,0,0,4.769191
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_545.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_545.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_545.jpg,0,0,0,4.740407
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_625.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_625.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_625.jpg,-0.2,0,0,4.69593
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_704.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_704.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_704.jpg,-0.000276089,0,0,4.656154
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_781.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_781.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_781.jpg,0,0,0,4.618676
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_860.jpg,0,0,0,4.581554
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_49_59_939.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_49_59_939.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_49_59_939.jpg,0,0,0,4.544733
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_019.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_019.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_019.jpg,0,0,0,4.508206
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_099.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_099.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_099.jpg,-0.2,0,0,4.46577
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_175.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_175.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_175.jpg,-0.4,0,0,4.412329
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_255.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_255.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_255.jpg,-0.6000001,0,0,4.349904
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_334.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_334.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_334.jpg,-0.4729412,0,0,4.318006
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_503.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_503.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_503.jpg,0,0,0,4.227564
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_594.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_594.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_594.jpg,-0.05,0,0,4.184781
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_733.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_733.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_733.jpg,-0.4,0,0,4.104521
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_50_00_895.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_50_00_895.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_50_00_895.jpg,-0.007623196,0,0,4.023219
